rapid_accelerations,hard_brakes,sharp_turns,night_hours_driving,driver_safety_rating
1,6,3,3.1,56.2
7,0,1,4.7,63.4
4,2,6,3.1,52.0
10,3,5,7.2,20.5
5,7,2,7.7,31.2
3,9,2,5.9,33.8
2,6,1,2.1,61.4
7,1,9,4.9,28.4
6,6,3,2.0,41.9
6,9,9,4.6,10.0
1,3,5,3.1,61.1
2,6,5,6.1,41.0
0,5,4,7.2,49.6
4,4,8,0.1,45.2
6,1,8,7.3,30.5
2,9,4,2.1,40.4
8,14,1,5.8,10.0
7,12,2,1.8,15.1
2,9,6,2.8,34.4
7,3,1,4.9,50.4
0,6,0,1.3,76.3
3,13,0,1.9,31.0
8,13,7,3.8,10.0
4,4,4,0.9,53.3
5,2,3,1.1,60.1
6,12,3,5.4,10.0
4,13,2,8.0,10.0
9,14,7,7.9,10.0
7,14,7,4.0,10.0
7,8,6,6.1,13.3
6,2,5,5.0,45.9
10,9,8,0.0,10.0
9,9,8,7.2,10.0
9,5,0,6.3,33.7
10,7,0,1.8,33.5
10,3,6,7.8,12.1
8,1,7,3.0,40.9
2,6,9,3.1,36.5
10,14,2,5.3,10.0
6,0,1,5.2,60.9
5,7,4,5.4,27.0
0,10,9,0.2,33.7
5,11,3,2.7,24.0
10,13,3,0.1,10.0
0,8,1,2.7,58.9
10,10,0,6.7,10.0
7,11,0,2.1,23.2
5,12,8,1.4,10.0
5,9,1,7.4,26.3
6,9,9,1.8,12.0
9,7,4,3.8,18.3
9,8,1,2.7,29.1
4,1,0,0.7,82.7
2,3,2,1.8,71.4
1,2,5,5.0,59.6
7,10,7,0.7,12.0
5,10,4,0.3,30.4
1,13,8,1.3,16.2
4,2,2,2.3,68.6
6,10,6,5.7,10.0
2,13,8,3.9,10.0
9,7,4,4.0,15.9
7,9,5,3.0,16.3
9,2,2,6.3,42.8
5,6,7,0.3,39.2
1,0,6,4.7,66.0
6,9,2,7.7,21.7
4,2,2,4.6,60.7
6,3,7,5.9,32.3
6,12,2,1.2,22.1
11,2,9,4.6,16.3
2,13,2,2.5,26.9
1,2,1,5.7,72.1
10,1,8,1.4,32.5
11,1,8,4.6,21.1
11,12,1,4.1,10.0
3,7,1,5.8,43.3
7,0,6,5.3,45.3
2,6,0,5.9,53.4
9,8,2,7.4,14.2
1,0,8,4.6,61.7
2,10,7,3.2,23.2
0,5,9,4.0,42.4
5,6,9,5.5,19.5
4,1,1,1.9,73.7
9,2,4,1.5,43.8
3,9,9,0.7,27.5
6,14,2,3.2,12.3
2,4,8,0.6,50.3
9,8,8,0.9,12.6
11,0,4,7.0,31.7
11,9,2,4.8,10.0
5,13,1,7.6,10.0
11,11,5,2.9,10.0
1,9,9,2.9,28.3
1,1,3,6.8,68.0
10,3,4,4.6,28.1
5,14,1,4.5,11.6
2,9,7,4.5,24.5
2,8,1,6.5,41.2
6,13,5,5.4,10.0
0,13,1,1.5,43.3
5,2,8,5.6,33.3
1,1,4,4.3,71.9
6,11,6,0.9,18.6
1,5,6,2.5,53.6
2,7,0,6.1,48.1
8,8,1,7.4,22.5
9,0,5,3.8,45.7
5,8,7,5.7,13.4
10,4,0,0.4,50.5
1,10,0,4.1,45.8
8,7,5,4.0,18.9
4,11,4,8.0,10.0
5,7,9,8.0,10.0
11,12,4,3.8,10.0
6,6,5,1.3,34.9
2,3,0,4.1,73.2
3,2,8,5.4,44.9
7,1,3,5.9,48.4
10,6,6,1.5,18.5
8,13,4,6.0,10.0
4,11,2,7.6,13.7
5,4,8,1.4,39.6
2,6,8,3.8,33.9
9,3,0,6.9,41.7
9,10,6,2.4,10.0
9,5,3,0.5,42.7
6,3,0,7.8,45.9
7,1,6,5.8,41.2
5,10,1,1.2,38.8
4,0,3,3.7,66.8
7,12,4,4.7,10.0
1,9,5,7.3,27.6
11,12,4,2.3,10.0
9,1,1,6.6,47.1
0,5,2,0.0,75.8
3,13,2,7.0,12.1
2,8,9,6.1,21.2
4,8,5,7.5,17.3
7,8,8,3.2,10.0
0,9,6,7.7,25.6
1,12,0,6.4,34.5
5,11,8,1.1,11.8
0,4,1,1.9,76.9
6,14,4,6.4,10.0
4,7,5,3.7,33.2
6,7,1,6.1,33.8
11,11,8,3.7,10.0
3,1,1,5.0,68.6
5,6,4,2.7,35.1
1,1,3,3.8,76.5
2,7,2,6.8,40.6
11,2,1,4.0,39.5
0,7,9,5.5,30.3
5,13,4,1.6,13.9
8,3,4,5.5,35.3
10,4,0,0.8,46.6
0,14,4,4.9,20.4
5,5,6,4.3,32.5
6,13,3,3.4,10.0
3,11,5,6.6,18.8
4,0,1,4.6,71.0
9,5,3,2.0,34.0
1,13,9,4.1,10.0
5,9,1,6.4,27.5
3,13,9,6.9,10.0
0,0,0,2.5,91.9
9,0,2,0.6,62.4
0,5,6,2.0,60.0
9,13,8,7.1,10.0
9,8,3,5.3,11.6
8,11,7,7.7,10.0
10,9,0,0.3,29.7
1,4,8,2.8,47.1
9,12,5,3.3,10.0
11,14,3,2.7,10.0
2,9,2,2.0,45.4
0,8,9,3.7,33.8
2,3,9,5.4,39.8
5,6,2,1.5,52.8
8,12,7,6.3,10.0
3,1,7,1.7,60.5
3,11,8,7.8,10.0
5,5,0,6.2,47.7
11,6,0,2.6,29.1
0,9,3,4.7,42.9
2,14,6,3.1,12.3
1,7,3,8.0,40.0
6,6,9,3.8,17.2
1,6,6,5.4,40.1
3,1,3,5.1,64.4
3,4,9,2.4,37.6
10,11,6,3.1,10.0
6,12,9,4.0,10.0
9,13,5,2.0,10.0
9,10,1,1.6,24.0
1,7,8,7.7,27.4
3,13,7,2.3,10.0
2,1,7,2.7,62.3
8,2,3,6.6,39.2
4,6,4,6.3,37.1
11,1,2,1.2,49.4
6,14,4,1.3,10.0
9,7,2,1.4,29.9
11,5,6,4.5,11.5
5,8,9,6.6,10.0
7,0,1,5.9,60.5
6,10,1,3.1,28.8
9,2,4,4.7,33.2
9,8,2,5.6,15.8
11,14,5,0.1,10.0
8,4,9,6.6,15.6
10,10,6,6.3,10.0
8,4,1,5.9,38.8
3,8,9,7.7,10.0
3,14,0,0.1,38.6
3,5,3,6.6,43.4
8,0,5,3.7,49.6
5,0,0,6.1,65.9
2,11,5,0.2,32.9
4,6,8,0.5,32.6
11,10,0,1.0,18.7
9,13,7,1.5,10.0
11,0,5,1.1,45.4
9,0,9,2.7,35.3
11,7,3,2.5,22.3
11,3,4,1.7,32.9
3,5,2,1.2,61.0
4,0,6,5.4,53.7
7,8,7,3.8,13.3
7,6,3,7.6,20.6
5,7,0,6.6,38.5
7,12,2,6.0,10.0
11,1,3,0.7,43.5
7,1,5,7.3,34.8
5,7,9,7.8,10.0
2,8,1,0.6,56.3
8,9,9,6.7,10.0
10,2,1,3.4,42.3
7,9,8,2.5,10.0
3,7,7,5.4,26.6
4,7,4,2.5,41.4
3,10,2,0.9,42.8
0,4,8,5.6,44.9
6,7,7,5.3,18.7
4,3,2,6.3,51.6
8,4,2,4.5,39.4
10,9,2,6.4,10.0
7,3,0,0.1,65.0
1,5,2,6.2,50.3
9,13,9,3.5,10.0
1,4,7,4.6,50.8
8,10,3,7.1,10.0
9,5,2,6.2,26.7
4,14,5,5.2,10.0
3,9,7,1.2,30.0
6,6,6,2.0,28.7
8,2,6,2.8,40.5
2,7,9,7.5,20.2
1,1,1,6.2,72.9
0,4,1,4.0,71.4
1,8,3,6.1,37.6
7,12,2,2.1,17.8
5,13,8,1.2,10.0
2,9,5,4.7,31.0
9,10,6,3.4,10.0
7,9,8,3.7,10.0
4,6,2,1.4,53.0
5,10,4,2.9,24.7
6,3,3,7.8,37.5
3,12,9,0.6,14.5
6,14,5,7.9,10.0
9,1,7,4.9,35.2
6,8,0,3.3,38.3
8,1,3,0.0,59.1
2,13,9,3.5,10.0
4,8,7,3.6,23.0
4,8,5,1.9,34.2
8,1,5,6.9,31.7
7,1,8,3.0,38.7
5,1,0,0.9,72.6
7,9,3,6.7,13.1
9,6,4,5.3,20.6
0,1,0,0.4,99.0
5,4,4,0.6,52.3
3,0,3,7.8,59.7
3,13,1,6.9,19.7
6,7,4,7.1,21.3
9,12,3,0.8,12.4
11,8,0,1.0,25.4
8,14,8,7.9,10.0
0,6,3,7.9,50.8
11,3,3,3.7,34.1
3,12,6,5.8,13.0
5,12,6,5.9,10.0
5,2,7,7.9,32.9
7,0,9,6.2,31.2
5,9,0,2.6,42.3
5,13,3,5.3,10.0
11,5,1,3.9,30.4
3,10,8,3.5,18.5
11,8,1,3.8,18.9
7,3,4,7.2,36.1
2,12,6,2.7,19.4
3,1,0,5.3,69.4
2,4,2,7.8,49.8
0,13,3,2.7,33.2
3,1,2,5.6,65.8
4,5,5,1.1,47.4
9,0,0,6.9,51.0
10,13,8,6.7,10.0
11,2,4,1.7,36.4
4,10,6,0.8,25.0
11,3,0,1.0,48.8
8,6,6,7.2,11.8
3,9,1,3.9,41.3
1,4,1,6.0,61.6
10,4,0,3.9,40.6
9,5,1,7.0,24.2
6,11,6,3.7,10.5
8,9,8,6.9,10.0
3,3,7,2.2,52.8
3,3,8,0.5,51.1
8,13,0,2.3,16.4
11,4,4,4.9,22.7
3,6,4,6.9,38.0
11,10,4,2.2,10.0
4,2,6,0.6,60.3
10,13,6,3.5,10.0
0,7,7,7.4,30.3
1,8,0,3.5,56.4
6,0,0,2.6,70.6
7,14,5,5.5,10.0
8,6,4,3.3,25.5
5,2,6,5.6,39.5
3,6,6,1.0,42.6
3,9,8,3.7,17.4
8,5,1,0.6,45.4
3,4,9,5.6,34.6
2,11,6,6.1,12.7
1,8,4,1.1,49.6
11,4,1,0.5,40.6
6,11,0,3.3,31.0
3,11,0,6.7,30.4
5,3,0,1.8,63.4
11,0,1,4.6,45.0
3,14,1,1.5,25.2
0,5,6,5.2,51.8
8,14,7,1.5,10.0
0,2,9,2.9,57.9
2,0,0,5.8,77.1
2,5,8,5.2,36.4
6,1,1,3.5,64.8
0,1,1,2.8,87.2
5,14,3,7.1,10.0
11,3,6,1.2,29.1
0,10,2,3.8,44.8
11,12,6,4.0,10.0
11,5,4,2.7,23.8
11,2,4,6.9,19.0
10,13,1,0.1,11.5
6,11,4,6.7,10.0
3,5,1,2.0,61.5
0,13,9,0.1,20.3
7,9,7,4.1,10.0
9,14,2,2.2,10.0
5,2,2,3.6,58.4
4,6,1,2.5,54.8
5,9,3,2.5,30.0
7,11,9,6.0,10.0
5,5,2,6.5,43.6
1,2,7,5.9,49.8
5,11,1,4.2,23.4
8,10,0,5.0,19.2
0,0,0,7.8,76.0
1,9,9,2.3,29.3
2,11,0,0.7,47.6
4,4,2,5.9,47.2
5,7,7,2.6,25.1
2,9,0,2.7,49.1
7,14,1,7.5,10.0
5,14,7,2.2,10.0
8,1,3,0.2,52.6
11,5,2,0.7,31.5
0,6,8,6.3,34.9
2,11,2,6.6,19.7
3,1,6,3.6,56.3
6,3,1,1.7,58.4
1,8,8,6.0,26.0
3,1,7,1.2,62.5
2,12,6,1.1,26.7
6,3,8,0.7,41.5
8,0,1,0.6,68.6
6,8,1,3.6,35.2
3,10,3,1.7,35.8
1,3,4,2.1,68.3
6,11,3,4.3,13.4
7,7,9,3.6,11.9
10,11,5,2.3,10.0
6,14,2,7.8,10.0
3,2,3,1.2,69.4
6,0,8,4.9,44.8
3,12,1,7.3,23.2
11,7,1,0.3,30.6
5,10,0,5.1,26.5
5,3,8,6.8,28.5
8,13,9,0.3,10.0
3,11,4,5.7,19.6
6,3,4,6.3,38.6
6,14,4,0.5,10.0
8,7,6,0.4,25.4
6,4,1,3.9,53.1
1,13,8,5.7,10.0
5,3,2,3.2,58.2
7,10,3,6.6,10.0
8,3,0,6.6,42.8
1,0,0,1.3,93.8
7,13,4,0.6,12.8
4,0,9,2.5,51.2
9,8,0,1.6,31.7
5,14,4,6.4,10.0
0,13,8,4.3,12.4
7,11,0,5.3,20.6
0,7,3,6.1,47.8
10,13,7,6.9,10.0
0,2,4,4.6,67.0
7,6,6,4.8,19.6
10,6,5,5.4,18.0
6,0,8,5.0,43.0
4,0,5,7.2,51.3
5,13,3,0.6,16.6
0,9,2,2.3,54.3
9,13,8,0.2,10.0
3,6,5,7.0,31.8
3,6,2,4.0,48.4
2,4,2,6.6,56.9
5,11,5,4.7,14.0
4,11,8,0.9,20.0
5,5,8,0.6,37.9
10,13,1,0.3,10.9
9,3,2,2.3,49.1
7,0,4,7.4,44.1
3,10,0,6.0,35.0
6,0,7,2.5,50.7
8,2,1,2.9,53.1
2,3,5,4.6,52.8
6,1,0,7.0,58.1
8,2,9,6.1,21.8
10,4,0,7.1,31.7
0,13,4,0.1,33.8
11,13,6,7.8,10.0
3,9,9,2.0,20.6
7,10,2,2.6,25.7
7,8,2,5.2,20.6
2,4,1,6.6,58.6
11,1,2,2.7,45.3
4,10,6,5.5,10.8
5,6,1,7.4,36.8
0,3,0,4.3,77.9
9,12,2,4.4,10.0
1,9,4,5.6,36.4
2,6,6,1.0,51.8
10,2,3,5.7,35.2
6,6,7,1.3,27.3
1,10,0,7.7,39.0
10,1,1,1.4,55.1
4,4,1,3.7,57.5
9,7,6,6.4,10.0
8,13,0,2.5,12.9
11,7,9,4.2,10.0
0,8,7,0.5,42.5
7,9,8,5.9,10.0
7,8,5,0.8,24.0
7,2,2,5.8,49.2
4,2,7,1.0,53.7
11,5,2,1.1,31.7
8,12,8,5.8,10.0
4,8,4,2.6,34.0
11,1,9,2.3,27.5
5,10,3,2.3,29.7
8,11,6,4.7,10.0
5,9,1,4.1,36.3
9,12,5,0.6,10.0
11,11,0,5.2,10.0
5,2,6,6.0,39.9
1,2,7,1.3,67.9
11,6,7,1.8,12.5
4,9,3,6.4,24.1
1,12,9,3.8,10.0
7,2,3,2.6,53.5
3,2,2,2.6,72.6
2,11,0,7.7,31.9
8,2,8,3.3,30.5
0,2,6,5.8,55.6
0,4,7,1.9,59.6
8,12,2,3.8,10.0
4,8,3,7.4,26.3
11,11,3,0.6,10.0
1,11,2,0.7,45.2
6,12,6,5.3,10.0
1,4,9,0.5,49.8
7,2,7,3.6,38.3
4,11,2,3.6,28.6
0,9,1,1.9,55.9
10,1,0,4.6,49.8
8,3,3,4.9,34.6
4,5,8,0.7,40.1
7,0,9,5.3,35.3
9,7,4,6.9,10.0
11,7,5,3.2,10.5
0,7,4,0.1,58.5
2,5,2,4.1,56.1
7,14,9,0.2,10.0
0,14,5,7.3,10.0
10,11,7,3.6,10.0
0,3,2,0.1,83.8
5,1,9,3.8,44.3
10,5,4,4.6,20.7
9,1,7,7.3,22.4
11,8,7,1.8,10.0
5,8,7,4.6,14.3
1,11,9,4.3,13.0
0,1,6,0.9,78.2
7,4,3,7.7,32.0
3,10,6,2.5,27.2
10,0,4,5.8,36.1
9,12,1,6.3,10.0
3,7,9,5.5,21.4
6,8,4,0.9,32.7
8,12,8,3.0,10.0
11,12,8,6.6,10.0
4,3,7,6.6,38.2
2,12,5,2.0,25.3
10,13,2,4.3,10.0
11,4,7,6.6,10.2
9,9,3,4.9,11.9
11,4,5,1.7,26.3
3,9,4,6.4,25.5
0,14,5,6.7,10.0
7,13,5,7.4,10.0
6,0,1,6.7,58.3
3,1,0,5.1,75.0
2,1,8,3.7,56.7
8,8,7,8.0,10.0
11,6,7,7.9,10.0
11,1,1,3.8,43.2
10,5,7,6.1,10.0
6,9,3,2.7,31.4
0,12,4,1.5,35.6
4,9,6,7.3,12.9
11,12,9,0.3,10.0
10,3,3,5.9,28.5
1,3,6,6.7,44.1
9,9,2,5.8,13.1
11,0,4,7.1,32.8
3,8,8,2.2,27.6
10,2,7,6.3,18.2
0,5,0,5.7,63.9
11,10,8,7.9,10.0
6,14,5,7.3,10.0
1,0,7,0.5,75.0
2,14,6,1.0,17.5
6,4,3,8.0,32.3
8,1,1,4.9,47.9
2,6,0,0.8,67.5
7,7,8,2.6,18.1
3,10,4,3.1,32.0
9,9,6,0.6,10.8
6,9,7,5.0,10.0
10,4,3,7.6,24.1
1,11,6,5.6,21.1
6,8,9,6.9,10.0
11,5,1,7.4,18.7
6,2,6,7.9,34.7
2,14,0,6.5,22.7
8,2,3,4.1,45.9
3,3,4,0.6,66.8
9,14,6,0.4,10.0
11,6,8,6.1,10.0
6,5,3,2.0,42.2
0,3,7,3.3,59.9
5,5,9,6.4,18.7
3,2,0,4.9,68.3
2,8,6,6.4,26.0
4,14,2,4.4,13.9
6,10,4,1.6,21.7
3,7,7,6.3,23.1
5,0,3,5.6,58.9
3,5,1,4.0,55.9
8,14,6,4.5,10.0
8,1,3,0.4,56.3
3,14,3,5.7,11.9
8,12,1,6.0,10.0
8,14,3,5.3,10.0
10,10,3,3.6,10.0
10,1,9,0.2,34.6
3,9,7,5.2,18.4
5,6,8,6.1,18.6
1,2,7,3.0,59.1
5,0,9,3.3,48.9
10,10,3,1.4,11.4
7,12,4,5.2,10.0
0,9,7,6.2,31.0
7,8,6,4.8,11.8
10,10,4,5.1,10.0
10,5,1,7.0,25.4
9,0,3,7.3,41.1
1,13,4,5.4,20.8
10,8,4,1.3,17.2
8,14,3,0.9,10.0
6,2,3,6.7,47.0
4,8,8,5.2,18.2
9,1,0,1.7,64.1
5,0,2,1.7,75.7
3,6,1,0.4,65.4
2,9,0,4.0,48.3
0,12,5,1.0,35.2
6,1,9,3.1,39.6
11,13,9,1.6,10.0
2,2,4,5.8,61.3
0,13,5,0.0,30.9
7,6,3,3.0,35.6
6,0,5,0.4,61.8
1,7,3,0.4,57.2
11,6,2,0.8,29.1
8,13,8,2.2,10.0
8,2,8,6.3,22.9
0,11,3,4.4,31.1
7,13,0,1.1,15.1
2,4,2,3.1,63.9
3,10,0,7.3,28.4
10,13,3,3.4,10.0
11,11,5,7.6,10.0
4,1,3,7.4,56.0
2,1,3,3.2,69.7
3,8,0,5.2,43.3
1,9,0,6.3,42.3
0,1,3,1.4,84.7
2,14,4,4.2,19.8
6,8,2,0.8,34.9
7,11,0,4.0,22.8
11,10,5,1.0,10.0
0,12,3,6.2,23.7
9,13,2,4.9,10.0
2,4,8,5.2,38.9
5,0,7,2.0,52.4
8,3,9,4.9,20.2
3,9,7,6.0,13.3
6,3,8,2.5,36.6
1,8,4,7.6,31.4
1,2,3,3.0,72.2
6,9,2,2.9,31.3
11,12,5,3.1,10.0
6,7,5,7.2,22.4
9,10,2,2.5,18.3
10,9,1,4.9,14.1
2,14,2,2.1,25.0
0,14,8,6.2,10.0
0,1,0,7.9,76.8
2,2,3,7.8,58.0
7,7,8,0.9,20.6
10,12,6,6.5,10.0
9,13,8,5.2,10.0
8,13,3,6.1,10.0
10,11,8,3.1,10.0
0,6,3,2.8,58.5
4,6,7,3.5,33.8
6,3,5,8.0,30.5
7,11,2,1.3,23.6
1,3,7,7.4,44.5
4,14,2,4.3,12.1
7,2,4,5.3,43.7
5,11,9,0.7,11.7
7,11,5,6.6,10.0
5,14,1,0.7,23.4
1,9,6,5.5,31.7
6,14,7,5.1,10.0
1,11,1,7.9,31.1
8,0,2,7.0,46.3
1,3,8,3.1,56.7
11,9,4,7.2,10.0
11,10,6,0.6,10.0
2,0,7,2.2,66.0
0,9,6,7.4,25.8
6,7,7,4.2,19.8
2,6,6,2.4,46.9
10,13,2,1.5,10.0
5,10,4,3.3,22.9
0,5,8,7.4,38.3
6,8,3,7.5,15.3
0,9,4,5.0,40.5
0,8,1,0.7,67.4
1,3,4,3.4,60.7
4,5,5,4.5,42.0
0,0,6,5.9,63.3
9,14,9,7.3,10.0
2,14,9,8.0,10.0
6,7,3,3.3,36.4
2,5,0,7.1,54.2
6,11,4,6.6,10.0
6,3,6,4.7,36.2
4,8,1,4.5,39.4
3,7,0,7.9,39.2
5,3,8,3.0,40.7
9,3,9,3.5,23.3
4,12,2,4.0,23.2
4,3,8,5.7,35.0
6,0,8,4.2,41.6
6,10,9,4.8,10.0
5,2,3,3.1,58.3
6,8,2,0.5,39.4
11,10,2,4.9,10.0
9,11,6,5.0,10.0
11,2,4,2.5,35.5
1,5,2,5.0,56.4
3,4,5,4.9,46.8
3,8,9,2.9,21.5
5,1,0,5.8,67.1
2,3,9,4.7,42.4
1,2,4,0.8,78.8
9,9,9,3.8,10.0
5,12,7,7.0,10.0
6,13,4,6.1,10.0
5,7,2,1.1,51.9
11,2,9,7.6,10.0
5,12,3,2.0,23.4
1,11,8,2.8,22.7
6,6,3,1.6,43.8
3,11,6,5.8,11.5
2,0,8,4.5,57.4
4,8,6,4.6,22.9
9,0,2,5.5,47.9
9,14,1,4.7,10.0
0,10,8,2.7,31.2
9,3,0,7.4,36.9
3,13,1,4.6,21.9
7,2,6,5.8,36.3
5,7,0,1.2,53.4
3,5,3,2.9,52.6
11,10,3,6.2,10.0
8,6,8,2.7,17.2
1,1,3,5.8,69.5
9,5,3,3.9,30.2
4,2,9,6.4,37.9
9,6,7,5.9,10.0
1,12,7,2.0,22.9
7,11,6,1.2,12.2
8,7,6,2.9,22.0
11,7,0,2.1,26.7
1,10,0,2.8,47.8
6,10,3,0.5,28.3
9,0,4,3.6,46.2
6,8,9,5.3,10.0
2,4,0,2.8,72.4
4,10,7,5.5,10.0
8,5,6,5.3,18.9
2,1,5,0.6,74.3
2,8,3,6.5,33.9
11,0,9,0.9,30.1
1,11,0,4.1,42.2
0,5,3,7.1,54.2
8,10,5,7.3,10.0
5,0,3,3.2,65.3
7,2,9,0.0,41.7
4,9,0,4.6,36.1
0,4,3,8.0,53.4
2,3,5,5.4,52.0
5,9,9,1.7,15.9
9,2,6,4.3,29.1
7,10,9,4.5,10.0
10,10,6,6.1,10.0
10,0,4,6.8,37.2
0,12,2,6.8,26.1
11,3,5,6.9,18.2
4,7,5,7.1,25.7
6,14,7,3.0,10.0
7,12,4,3.0,10.0
9,7,0,3.7,27.5
0,6,2,5.7,54.5
1,2,8,0.2,63.8
8,0,9,3.2,38.1
7,4,1,0.7,53.7
8,7,6,5.2,15.1
5,8,6,2.4,29.0
6,6,3,0.5,46.3
8,7,4,0.9,28.2
2,0,0,7.2,73.4
5,1,4,6.8,49.3
7,0,1,6.0,57.9
8,3,2,2.2,48.5
10,2,4,4.0,33.7
1,2,7,7.5,52.8
6,4,6,7.0,26.7
8,0,9,5.6,29.5
7,10,3,6.4,10.0
6,12,7,0.2,10.0
4,6,1,5.8,43.3
10,2,0,3.8,44.2
10,0,6,1.5,44.5
2,1,7,7.7,48.9
0,2,1,7.0,72.0
0,9,3,6.7,35.8
5,11,1,3.3,28.0
7,14,9,1.8,10.0
6,14,0,5.2,11.3
7,11,0,4.0,24.6
2,3,7,5.4,46.9
3,12,1,3.3,30.5
1,3,0,7.4,68.6
9,8,3,7.7,10.0
4,4,4,6.4,42.8
4,0,6,2.4,60.3
2,0,4,1.3,79.5
0,0,4,3.5,81.5
5,7,9,3.5,19.3
5,4,9,6.6,21.5
1,1,5,0.2,77.5
7,0,5,0.7,57.8
1,13,8,2.7,15.2
9,8,9,1.0,10.0
5,8,5,3.1,26.8
0,1,8,1.7,69.6
4,11,7,7.9,10.0
9,11,6,4.2,10.0
7,14,2,5.0,10.0
9,2,8,6.6,21.6
1,13,6,4.1,16.8
10,12,9,3.6,10.0
2,4,8,4.7,40.3
10,1,1,1.2,56.1
0,1,1,6.5,77.1
8,9,7,5.1,10.0
9,7,0,7.5,18.6
1,10,4,6.0,28.4
5,11,0,2.3,30.2
3,12,7,6.6,10.0
10,2,5,0.8,40.5
4,13,7,0.9,10.0
5,0,0,7.2,65.6
3,11,0,1.2,44.3
10,10,8,0.7,10.0
7,11,6,7.8,10.0
9,0,5,3.3,44.8
6,6,2,6.0,33.9
2,12,9,6.0,10.0
7,0,2,2.2,64.4
2,2,7,0.8,60.3
5,8,7,1.3,23.2
4,6,9,3.2,25.0
9,13,0,7.7,10.0
9,13,5,3.1,10.0
7,9,8,7.2,10.0
7,2,8,6.5,24.7
3,13,0,4.3,29.4
6,9,9,0.9,13.0
3,6,3,5.8,39.5
8,7,2,5.5,27.9
11,10,1,3.7,10.0
2,0,3,3.8,76.7
1,4,2,0.4,72.3
2,9,1,2.9,46.2
2,13,3,3.4,21.7
7,8,1,1.4,38.6
5,9,5,1.6,27.9
2,10,9,2.1,21.2
6,2,5,4.1,45.2
8,12,4,0.6,10.0
6,3,4,3.9,47.7
10,8,4,2.9,13.5
3,13,7,4.1,10.0
1,5,7,4.4,43.4
6,6,9,6.7,14.6
10,6,5,2.9,17.4
9,3,8,6.6,17.4
0,10,5,0.7,42.1
5,1,8,0.2,52.1
11,13,9,1.5,10.0
7,11,6,4.5,10.0
9,13,6,6.3,10.0
11,14,3,7.7,10.0
8,5,8,2.1,24.2
11,5,4,2.6,26.3
6,12,2,2.0,19.4
4,9,4,2.5,29.9
6,8,3,3.2,30.9
1,2,4,4.9,62.7
2,2,7,4.4,55.0
4,6,2,0.5,53.7
0,13,0,4.2,43.4
10,1,6,6.2,25.1
11,9,2,5.3,10.0
1,9,7,5.2,28.8
0,14,4,0.7,31.3
7,0,5,4.1,46.4
3,12,2,2.1,29.3
5,6,9,6.1,16.6
5,6,3,0.4,43.2
9,0,1,4.9,52.0
4,3,5,1.1,55.6
0,7,3,4.1,50.6
8,7,6,0.3,22.8
6,11,4,4.1,14.1
4,14,2,5.2,13.0
2,13,2,2.8,30.1
4,14,1,7.5,10.0
7,11,7,3.4,10.0
10,6,1,2.4,33.2
8,2,2,6.5,43.6
7,3,9,1.7,29.9
2,4,4,6.4,50.2
3,4,2,6.9,52.5
7,0,4,2.1,58.8
3,13,5,5.4,10.7
1,2,3,3.6,72.2
8,5,0,4.5,40.7
7,12,9,4.7,10.0
0,2,1,1.6,79.0
6,2,4,6.9,38.3
8,4,8,7.9,14.9
9,12,3,4.1,10.0
9,4,0,1.0,49.0
8,7,7,5.9,10.0
10,4,1,1.3,44.0
0,13,7,0.3,24.5
8,5,5,3.8,29.5
8,1,3,5.4,46.6
11,3,4,4.0,28.2
5,9,9,1.5,16.9
2,14,8,3.9,10.0
4,13,7,1.3,10.0
11,0,6,7.3,24.2
8,9,5,3.5,13.5
3,0,0,2.5,78.0
0,6,7,6.3,41.9
1,1,1,4.4,76.8
2,8,6,1.1,36.3
9,13,6,0.9,10.0
1,14,9,2.1,10.0
5,11,8,6.1,10.0
2,11,9,3.6,11.7
7,7,4,1.5,31.8
5,11,2,0.3,28.4
1,4,3,3.0,65.2
2,10,8,1.9,25.7
6,0,3,7.6,52.9
4,6,0,1.6,54.8
5,8,1,5.6,32.4
5,13,6,1.8,10.0
5,4,8,0.5,41.8
5,3,7,0.1,52.1
1,6,0,2.1,65.1
5,5,3,7.3,33.5
5,7,8,1.9,27.2
3,5,3,4.4,51.4
8,8,3,1.9,27.5
5,6,7,5.7,23.7
1,3,5,6.1,53.9
8,3,2,1.7,48.9
3,1,7,0.4,64.3
3,11,4,1.1,26.7
8,14,1,3.9,10.0
5,8,8,3.2,17.8
10,13,8,0.8,10.0
7,3,7,0.9,41.4
1,3,1,4.5,67.9
9,10,0,7.9,10.0
1,11,9,7.4,10.0
0,5,4,7.1,51.5
3,4,0,0.6,71.8
6,11,2,0.9,24.5
3,14,1,5.7,21.1
10,3,9,7.1,10.0
3,13,2,2.4,25.5
8,2,1,4.0,52.1
9,12,8,3.1,10.0
5,12,7,1.1,10.0
4,9,4,3.4,29.6
11,5,1,3.4,34.9
10,3,7,5.1,19.4
10,9,0,6.0,12.9
2,5,9,6.3,31.6
6,0,1,1.3,76.2
2,0,0,4.9,78.3
9,6,3,1.8,31.8
7,2,1,6.2,48.6
6,9,4,4.0,25.0
9,0,5,2.9,44.0
3,10,8,7.0,10.5
8,8,1,6.9,17.0
1,7,9,7.4,24.3
9,9,0,4.6,20.2
1,1,1,5.4,74.3
8,13,4,3.4,10.0
4,2,0,7.2,58.8
4,9,9,3.9,11.9
4,7,5,5.9,31.9
